,0
1251,"Commercial Sector Generation from Conventional Hydropower, Annual"
1252,"Comm. and Indus. Sectors Conventional Hydroelectric Net Summer Capacity, Annual"
1253,"Industrial and commercial sector net generation from conventional hydropower, United States, Annual"
1254,"Commercial sector net generation from conventional hydropower, United States, Annual"
1255,"Industrial Sector Generation from Conventional Hydroelectric, Annual"
1256,"Electric power sector net generation from natural gas, Southeast (SERC), Annual"
1257,"Unplanned crude oil production disruptions, Organization of the Petroleum Exporting Countries, Monthly"
1258,"Unplanned liquid fuel production disruptions, Peru, Monthly"
1259,"Commercial sector net generation from other gases, United States, Monthly"
1260,"Industrial Sector Generation from Other Gases, Monthly"
1261,"Electric power sector net generation from other gases, California, Monthly"
1262,"Unplanned liquid fuel production disruptions, Argentina, Monthly"
1263,"Unplanned liquid fuel production disruptions, Australia, Monthly"
1264,"Unplanned liquid fuel production disruptions, Brazil, Monthly"
1265,"Electric power sector net generation from natural gas, Central (SPP ISO), Annual"
1266,"Electric power sector net generation from natural gas, Southwest, Annual"
1267,"Electric power sector net generation from natural gas, Texas (ERCOT), Annual"
1268,"Electric power sector net generation from natural gas, United States, Annual"
1269,"Electric Power Sector Generation from Natural Gas, Annual"
1270,"Cost of Natural Gas Delivered to Electric Generating Plants, Annual"
1271,"Natural Gas Total Gross Exports, Annual"
1272,"Natural Gas LNG Gross Exports, Annual"
1273,"Natural Gas Pipeline Gross Exports, Annual"
1274,"Natural Gas Henry Hub Spot Price ($/mcf), Annual"
1275,"Natural Gas Henry Hub Spot Price ($/mmBtu), Annual"
1276,"Electric power sector net generation from petroleum, Northwest, Monthly"
1277,"Oxygenates (excluding Fuel Ethanol) Refinery Input, Monthly"
1278,"Propylene (refinery-grade) Gross Imports, Monthly"
1279,"Propylene (refinery-grade) PADD 1 (East Coast) Inventory, Monthly"
1280,"Electric power sector  consumption of petroleum, Southeast (SERC), Monthly"
1281,"Refinery Operable Distillation Capacity  , Annual"
1282,"Electric Power Sector Generation from Other Renewables, Annual"
1283,"Refinery Distillation Utilization Factor , Annual"
1284,"Commercial Sector Generation from Other Nonrenewable Fuels, Annual"
1285,"Industrial Sector Generation from Other Nonrenewable Fuels, Annual"
1286,"Electric Power Sector Generation from Other Nonrenewable Fuels, Annual"
1287,"Electric power sector  net generation from other nonrenewable fuels, Central (SPP ISO), Monthly"
1288,"Electric power sector  consumption of petroleum, Hawaii and Alaska, Monthly"
1289,"Electric power sector  consumption of petroleum, Midwest (Midcontinent ISO), Monthly"
1290,"Electric power sector net generation from other gases, Central (SPP ISO), Monthly"
1291,"Electric Power Sector Generation from Petroleum Coke, Annual"
1292,"Petroleum Coke Stocks, Electric Power Sector, Annual"
1293,"Petroleum Coke Product Supplied, Annual"
1294,"Electric Power Sector Consumption of Conventional Hydroelectric Energy, Annual"
1295,"Electric power sector net generation from petroleum, Southwest, Monthly"
1296,"Electric power sector net generation from other gases, Florida (FRCC), Monthly"
1297,"Electric power sector net generation from other gases, Southwest, Monthly"
1298,"Unplanned liquid fuel production disruptions, Canada, Monthly"
1299,"Unplanned liquid fuel production disruptions, Chad, Monthly"
1300,"Commercial Sector Consumption of Non-wood Waste Biomass Energy, Annual"
1301,"Comm. and Indus. Sectors Waste Biomass Net Summer Capacity, Annual"
1302,"Industrial and commercial sector net generation from waste biomass, United States, Annual"
1303,"Electric Power Sector Waste Biomass Net Summer Capacity, Annual"
1304,"Electric Power Sector Consumption of Non-wood Waste Biomass Energy, Annual"
1305,"Electric power sector net generation from waste biomass, United States, Annual"
1306,"Unplanned liquid fuel production disruptions, Russia, Monthly"
1307,"Unplanned liquid fuel production disruptions, Saudi Arabia, Monthly"
1308,"Unplanned liquid fuel production disruptions, Sudan and South Sudan, Monthly"
1309,"Electric power sector net generation from other gases, Hawaii and Alaska, Monthly"
1310,"Propylene (refinery-grade) PADD 2 (Midwest) Inventory, Monthly"
1311,"Unplanned liquid fuel production disruptions, China, Monthly"
1312,"Electric power sector  consumption of petroleum, Central (SPP ISO), Monthly"
1313,"Industrial sector net generation from conventional hydropower, United States, Annual"
1314,"Consumption of Conventional Hydroelectric Power Energy by All Sectors, Annual"
1315,"Net generation from conventional hydropower, all sectors, United States, Annual"
1316,"Generation from Conventional Hydropower by All Sectors, Annual"
1317,"Real Private Fixed Investment, Annual"
1318,"Retail Price of Natural Gas in Industrial Sector, W. N. Central, Annual"
1319,"Electric power sector net generation from petroleum, New York (NYISO), Monthly"
1320,"Propylene (refinery-grade) PADD 3 (Gulf Coast) Inventory, Monthly"
1321,"Electric power sector  consumption of petroleum, New England (ISO-NE), Monthly"
1322,"Electric power sector  consumption of petroleum, Southwest, Monthly"
1323,"Electric Power Sector Conventional Hydroelectric Net Summer Capacity, Annual"
1324,"Electric power sector net generation from conventional hydropower, California, Annual"
1325,"Electric power sector net generation from conventional hydropower, Florida (FRCC), Annual"
1326,"Electric power sector net generation from conventional hydropower, Hawaii and Alaska, Annual"
1327,"Electric power sector net generation from conventional hydropower, Midwest (Midcontinent ISO), Annual"
1328,"Electric power sector net generation from conventional hydropower, New England (ISO-NE), Annual"
1329,"Electric power sector net generation from conventional hydropower, Northwest, Annual"
1330,"Electric power sector net generation from conventional hydropower, New York (NYISO), Annual"
1331,"Electric power sector net generation from conventional hydropower, Mid-Atlantic (PJM), Annual"
1332,"Electric power sector net generation from conventional hydropower, Southeast (SERC), Annual"
1333,"Electric power sector net generation from conventional hydropower, Central (SPP ISO), Annual"
1334,"Electric power sector net generation from conventional hydropower, Southwest, Annual"
1335,"Electric power sector net generation from conventional hydropower, Texas (ERCOT), Annual"
1336,"Electric power sector net generation from conventional hydropower, United States, Annual"
1337,"Electric Power Sector Generation from Conventional Hydroelectric, Annual"
1338,"Electric power sector  net generation from other nonrenewable fuels, Southwest, Monthly"
1339,"Electric power sector  net generation from other nonrenewable fuels, Texas (ERCOT), Monthly"
1340,"Electric power sector  consumption of petroleum, Northwest, Monthly"
1341,"Electric power sector net generation from petroleum, Texas (ERCOT), Monthly"
1342,"Electric power sector net generation from other gases, Texas (ERCOT), Monthly"
1343,"Natural Gasoline (Pentanes Plus) Production at Natural Gas Processing Plants, Annual"
1344,"Natural Gasoline (Pentanes Plus)Net Imports, Annual"
1345,"Natural Gasoline (Pentanes Plus) Renewable Fuels and Oxygenanted Plant Net Production, Annual"
1346,"Natural Gasoline (Pentanes Plus)Inventory, Annual"
1347,"Natural Gasoline (Pentanes Plus) Refinery and Blender Net  Input, Annual"
1348,"Natural Gasoline (Pentanes Plus) Product Supplied, Annual"
1349,"Propane Production at Natural Gas Processing Plants, Annual"
1350,"U.S. Prime Lending Rate, Annual"
1351,"Industrial Sector Consumption of Conventional Hydroelectric Energy, Annual"
1352,"Electric power sector net generation from other nonrenewable fuels, United States, Monthly"
1353,"Electric Power Sector Generation from Other Petroleum, Monthly"
1354,"Refinery Operable Distillation Capacity  , Monthly"
1355,"Electric Power Sector Generation from Other Renewables, Monthly"
1356,"Refinery Distillation Utilization Factor , Monthly"
1357,"Commercial Sector Generation from Other Nonrenewable Fuels, Monthly"
1358,"Industrial Sector Generation from Other Nonrenewable Fuels, Monthly"
1359,"Electric Power Sector Generation from Other Nonrenewable Fuels, Monthly"
1360,"Generation from Other Nonrenewable Fuels by All Sectors, Monthly"
1361,"Commercial Sector Consumption of Non-wood Waste Biomass Energy, Monthly"
1362,"Electric power sector net generation from other gases, Midwest (Midcontinent ISO), Monthly"
1363,"Electric power sector net generation from other gases, New England (ISO-NE), Monthly"
1364,"Electric power sector net generation from other gases, United States, Monthly"
1365,"Electric Power Sector Generation from Other Gases, Monthly"
1366,"Industrial sector net generation from other gases, United States, Monthly"
1367,"Net generation from other gases, all sectors, United States, Monthly"
1368,"Generation from Other Gases by All Sectors, Monthly"
1369,"Other HC/Oxygenates Net Imports, Monthly"
1370,"Other HC/Oxygenates Production, Monthly"
1371,"Other HC/Oxygenates Inventory, Monthly"
1372,"Other HC/Oxygenates Adjustment, Monthly"
1373,"Other HC/Oxygenates Consumption, Monthly"
1374,"Commercial Sector Generation from Other Petroleum, Monthly"
1375,"Industrial Sector Generation from Other Petroleum, Monthly"
1376,"OPEC non-Crude Oil Liquids Production, Monthly"
1377,"Unplanned liquid fuel production disruptions, Colombia, Monthly"
1378,"Unplanned liquid fuel production disruptions, Gabon, Monthly"
1379,"Retail Price of Natural Gas in Industrial Sector, W. S. Central, Annual"
1380,"Natural Gas Total Gross Imports, Annual"
1381,"Natural Gas LNG Gross Imports, Annual"
1382,"Natural Gas Pipeline Gross Imports, Annual"
1383,"Industrial sector consumption of natural gas, United States, Annual"
1384,"Industrial sector net generation from natural gas, United States, Annual"
1385,"Natural Gas Consumption Industrial Sector, U.S. Total, Annual"
1386,"Natural Gas Consumption Industrial Sector, E. N. Central, Annual"
1387,"Natural Gas Consumption Industrial Sector, E. S. Central, Annual"
1388,"Unplanned liquid fuel production disruptions, Syria, Monthly"
1389,"Unplanned liquid fuel production disruptions, United Kingdom, Monthly"
1390,"Unplanned liquid fuel production disruptions, United States, Monthly"
1391,"Propylene (refinery-grade) US Total Inventory, Monthly"
1392,"Propylene Refinery and Blender Net Production, Monthly"
1393,"Propylene (refinery-grade) Consumption, Monthly"
1394,"Unplanned liquid fuel production disruptions, Ghana, Monthly"
1395,"Electric power sector  consumption of petroleum, Texas (ERCOT), Monthly"
1396,"Retail Price of Natural Gas in Industrial Sector, U.S. Average, Annual"
1397,"Retail Price of Natural Gas in Industrial Sector, E. N. Central, Annual"
1398,"Retail Price of Natural Gas in Industrial Sector, E. S. Central, Annual"
1399,"Retail Price of Natural Gas in Industrial Sector, Middle Atlantic, Annual"
1400,"Retail Price of Natural Gas in Industrial Sector, Mountain, Annual"
1401,"Retail Price of Natural Gas in Industrial Sector, New England, Annual"
1402,"Retail Price of Natural Gas in Industrial Sector, Pacific, Annual"
1403,"Retail Price of Natural Gas in Industrial Sector, S. Atlantic, Annual"
1404,"Generation from Other Nonrenewable Fuels by All Sectors, Annual"
1405,"Electric power sector net generation from petroleum, Mid-Atlantic (PJM), Monthly"
1406,"Industrial sector net generation from other nonrenewable fuels, United States, Monthly"
1407,"Other Biofuels Net Imports, Monthly"
1408,"Other Biofuels Production, Monthly"
1409,"Commercial Sector Generation from Petroleum (All Types), Monthly"
1410,"Electric power sector  consumption of petroleum, New York (NYISO), Monthly"
1411,"Electric power sector  consumption of petroleum, United States, Monthly"
1412,"Electric power sector net generation from petroleum, California, Monthly"
1413,"Electric power sector net generation from conventional hydropower, New England (ISO-NE), Quarterly"
1414,"Electric power sector net generation from conventional hydropower, Northwest, Quarterly"
1415,"Electric power sector net generation from conventional hydropower, New York (NYISO), Quarterly"
1416,"Electric power sector net generation from conventional hydropower, Mid-Atlantic (PJM), Quarterly"
1417,"Electric power sector net generation from conventional hydropower, Southeast (SERC), Quarterly"
1418,"Other Biofuels Inventory, Monthly"
1419,"Comm. and Indus. Sectors Waste Biomass Net Summer Capacity, Monthly"
1420,"Electric power sector net generation from petroleum, United States, Monthly"
1421,"Electric Power Sector Generation from Petroleum (All Types), Monthly"
1422,"Petroleum Products Adjustment, Monthly"
1423,"Refinery Processing Gain, Monthly"
1424,"Total Petroleum Net Imports, Monthly"
1425,"Industrial sector consumption of petroleum, United States, Monthly"
1426,"Industrial sector net generation from petroleum, United States, Monthly"
1427,"Petroleum Product Net Imports, Monthly"
1428,"Lower 48 States (excl GOM) Crude Oil Production, Monthly"
1429,"Alaska Crude Oil Production, Monthly"
1430,"Crude Oil Production Federal Gulf of Mexico, Monthly"
1431,"Crude Oil and Liquid Fuels Supply, Azerbaijan, Monthly"
1432,"Crude Oil and Liquid Fuels Supply, Argentina, Monthly"
1433,"Crude Oil and Liquid Fuels Supply, Australia, Monthly"
1434,"Crude Oil and Liquid Fuels Supply, Brazil, Monthly"
1435,"Crude Oil and Liquid Fuels Supply, Canada, Monthly"
1436,"Crude Oil and Liquid Fuels Supply, China, Monthly"
1437,"Crude Oil and Liquid Fuels Supply, Colombia, Monthly"
1438,"Crude Oil and Liquid Fuels Supply, Ecuador, Monthly"
1439,"Crude Oil and Liquid Fuels Supply, Egypt, Monthly"
1440,"Eurasia Petroleum Production, Monthly"
1441,"Crude Oil and Liquid Fuels Supply, Indonesia, Monthly"
